Time_s,Pressure_mbar,Flow_ul_min
993.21,-0.19,0.00
994.21,-0.25,0.00
995.21,-0.19,0.00
996.21,-0.25,0.00
997.21,-0.19,0.00
998.21,-0.12,0.00
999.21,-0.19,0.00
1000.21,-0.19,0.00
1001.21,-0.19,0.00
1002.21,-0.12,0.00
1004.22,-0.12,0.00
1005.22,-0.19,0.00
1006.22,-0.25,0.00
1007.23,-0.19,0.00
1008.23,-0.12,0.00
1009.23,-0.25,0.00
1010.23,-0.19,0.00
1011.23,-0.19,0.00
1012.23,-0.12,0.00
1013.23,-0.25,0.00
1014.23,-0.12,0.00
1015.23,-0.12,0.00
1016.23,-0.19,0.00
1017.24,-0.12,0.00
1018.24,-0.19,0.00
1019.24,-0.19,0.00
1020.24,-0.19,0.00
1021.24,-0.12,0.00
1022.24,-0.12,0.00
1023.24,-0.06,0.00
1024.24,-0.19,0.00
1025.24,-0.19,0.00
1026.25,-0.25,0.00
1027.25,-0.06,0.00
1028.25,-0.19,0.00
1029.25,-0.25,0.00
1030.25,-0.25,0.00
1031.25,-0.25,0.00
1032.25,-0.19,0.00
1033.25,-0.19,0.00
1034.25,-0.19,0.00
1036.26,-0.12,0.00
1037.26,-0.12,0.00
1038.26,-0.12,0.00
1039.26,-0.12,0.00
1041.26,-0.19,0.00
1042.27,-0.31,0.00
1043.27,-0.12,0.00
1044.27,-0.12,0.00
1045.27,-0.12,0.00
1046.27,-0.25,0.00
1047.27,-0.19,0.00
1069.74,-0.12,0.00
1070.74,123.94,0.00
1071.75,245.01,0.00
1072.75,365.39,0.00
1073.75,486.35,0.00
1074.75,602.40,0.00
1075.75,600.19,0.00
1076.75,600.13,0.00
1077.75,595.96,0.00
1078.76,473.80,0.00
1079.76,355.83,0.00
1080.76,236.38,0.00
1081.76,114.01,0.00
1082.76,276.80,0.00
1083.76,478.82,0.00
1085.78,240.97,0.00
1086.78,117.08,0.00
1087.78,-2.94,0.00
1088.79,-0.19,0.00
1089.79,-0.00,0.00
1090.79,-0.19,0.00
1091.79,-0.19,0.00
1092.79,-0.19,0.00
1093.79,94.70,0.00
1095.79,217.22,0.00
1096.79,335.00,0.00
1097.79,410.20,0.00
1098.79,399.86,0.00
1099.80,399.92,0.00
1100.80,399.92,0.00
1101.80,399.86,0.00
1102.80,399.86,0.00
1103.80,399.98,0.00
1104.80,399.92,0.00
1105.80,399.92,0.00
1106.80,399.92,0.00
1107.80,399.98,0.00
1108.80,399.92,0.00
1109.81,399.92,0.00
1110.81,399.98,0.00
1111.81,399.92,0.00
1112.81,399.92,0.00
1113.81,399.86,0.00
1114.81,399.92,0.00
1115.81,399.86,0.00
1116.81,399.86,0.00
1117.81,399.86,0.00
1119.82,399.86,0.00
1120.82,399.98,0.00
1121.82,399.92,0.00
1122.82,399.92,0.00
1123.82,399.92,0.00
1124.83,399.98,0.00
1125.83,399.92,0.00
1126.83,399.98,0.00
1127.83,399.92,0.00
1128.83,399.86,0.00
1129.83,399.92,0.00
1130.84,399.92,0.00
1131.84,399.92,0.00
1132.84,399.92,0.00
1133.84,399.86,0.00
1134.84,399.92,0.00
1135.85,399.98,0.00
1136.85,399.92,0.00
1137.85,399.86,0.00
1138.85,399.92,0.00
1139.85,399.92,0.00
1140.85,399.92,0.00
1141.85,399.86,0.00
1142.85,399.92,0.00
1144.86,399.92,0.00
1145.86,399.92,0.00
1146.86,399.92,0.00
1147.86,399.92,0.00
1148.86,399.92,0.00
1149.86,399.98,0.00
1150.86,399.92,0.00
1151.86,399.98,0.00
1152.87,399.86,0.00
