Time_s,Pressure_mbar,Flow_ul_min
1197.81,300.02,0.00
1198.81,300.02,0.00
1199.81,299.96,0.00
1200.81,299.96,0.00
1201.81,299.96,0.00
1203.81,300.08,0.00
1204.81,300.02,0.00
1205.82,299.96,0.00
1206.82,299.96,0.00
1207.82,300.02,0.00
1209.82,299.89,0.00
1211.82,300.02,0.00
1212.82,299.96,0.00
1213.82,237.67,0.00
1214.82,181.37,0.00
1215.83,116.22,0.00
1216.83,102.24,0.00
1217.83,42.10,0.00
1218.84,277.84,0.00
1219.84,214.84,0.00
1220.84,154.56,0.00
1221.84,93.85,0.00
1223.85,-0.31,0.00
1224.86,-0.12,0.00
1225.86,-0.12,0.00
1226.86,-0.12,0.00
1227.86,-0.12,0.00
1228.86,-0.12,0.00
1229.86,-0.12,0.00
1230.86,-0.06,0.00
1231.86,-0.12,0.00
1232.86,-0.12,0.00
1233.86,-0.12,0.00
1234.87,-0.19,0.00
1235.87,-0.19,0.00
1236.87,-0.12,0.00
1237.87,100.65,0.00
1238.87,201.07,0.00
1239.87,301.79,0.00
1240.87,401.82,0.00
1241.87,500.49,0.00
1242.87,500.00,0.00
1243.87,500.00,0.00
1244.87,500.00,0.00
1246.87,496.51,0.00
1247.88,395.51,0.00
1248.88,295.48,0.00
1249.88,194.95,0.00
1250.88,94.64,0.00
1251.88,447.17,0.00
1252.88,380.51,0.00
1253.88,282.00,0.00
1254.88,179.84,0.00
1255.88,66.62,0.00
1256.88,-0.49,0.00
1257.89,-0.19,0.00
1259.89,-0.19,0.00
1261.89,-0.12,0.00
1262.89,60.62,0.00
1263.89,120.75,0.00
1264.89,180.88,0.00
1265.89,241.22,0.00
1266.89,300.32,0.00
1267.89,300.02,0.00
1268.89,300.02,0.00
1269.89,300.02,0.00
1271.90,299.96,0.00
1272.90,300.08,0.00
1273.90,300.08,0.00
1274.90,300.02,0.00
1275.90,299.89,0.00
1276.91,300.08,0.00
1278.91,299.96,0.00
1279.91,299.96,0.00
1280.91,300.02,0.00
1281.91,299.96,0.00
1282.91,300.02,0.00
1283.91,300.02,0.00
1284.91,300.02,0.00
1285.91,300.02,0.00
1286.91,300.02,0.00
1287.91,300.02,0.00
1288.91,300.02,0.00
1289.92,300.02,0.00
1290.92,300.02,0.00
1291.92,299.96,0.00
1292.92,299.96,0.00
1293.92,299.96,0.00
1294.92,300.08,0.00
1295.92,299.96,0.00
1297.93,300.02,0.00
1298.93,300.02,0.00
1299.93,300.02,0.00
1300.93,299.96,0.00
1301.93,299.96,0.00
1302.93,300.02,0.00
1303.93,300.02,0.00
1304.94,300.02,0.00
1305.94,299.96,0.00
1306.94,299.96,0.00
1308.94,299.89,0.00
1309.95,299.96,0.00
1311.95,299.96,0.00
1312.95,300.02,0.00
1313.95,299.96,0.00
1314.95,300.02,0.00
1315.95,299.96,0.00
1316.96,299.96,0.00
1317.96,299.96,0.00
1319.97,299.96,0.00
1320.97,300.02,0.00
1321.97,300.02,0.00
1323.98,300.02,0.00
1324.98,300.08,0.00
1325.99,300.08,0.00
1326.99,285.44,0.00
1327.99,226.59,0.00
1328.99,165.88,0.00
1329.99,106.35,0.00
1330.99,46.15,0.00
1331.99,259.95,0.00
1332.99,239.32,0.00
1333.99,178.86,0.00
1334.99,118.36,0.00
1335.99,59.70,0.00
1336.99,-0.55,0.00
1338.00,-0.25,0.00
1339.00,-0.19,0.00
1340.00,-0.12,0.00
1341.00,-0.12,0.00
1342.00,-0.19,0.00
1343.00,-0.12,0.00
1344.00,-0.12,0.00
1345.00,-0.12,0.00
1346.00,-0.19,0.00
1347.01,-0.12,0.00
1348.01,-0.12,0.00
1349.01,-0.06,0.00
1350.01,-0.12,0.00
1351.01,50.44,0.00
1352.01,150.82,0.00
1353.01,251.14,0.00
1354.01,351.18,0.00
1355.01,451.46,0.00
1356.01,500.24,0.00
1357.02,500.12,0.00
1358.02,500.06,0.00
1359.02,500.06,0.00
1360.02,500.00,0.00
1361.02,446.62,0.00
1363.02,245.93,0.00
1364.02,145.74,0.00
1365.02,44.43,0.00
1366.02,410.45,0.00
1367.03,338.74,0.00
1368.03,214.16,0.00
1369.03,137.29,0.00
1370.03,36.09,0.00
1371.03,-0.19,0.00
1373.03,-0.19,0.00
1374.03,-0.19,0.00
1375.03,-0.19,0.00
1376.03,30.51,0.00
1377.04,90.66,0.00
1378.04,150.76,0.00
1379.04,211.10,0.00
1380.04,271.35,0.00
1381.05,300.08,0.00
1382.05,300.08,0.00
