Time_s,Pressure_mbar,Flow_ul_min
300.39,202.29,189.72
301.39,202.66,190.00
302.40,203.15,189.76
303.40,203.52,190.31
304.40,203.95,190.48
305.40,204.13,191.28
306.40,204.50,191.79
308.43,205.05,192.93
309.43,205.29,193.66
310.43,205.54,194.34
311.43,205.66,194.52
312.43,205.84,195.10
313.43,206.15,195.55
314.43,206.33,195.76
315.44,206.52,196.31
317.44,206.64,196.38
318.44,206.88,196.62
319.44,206.82,196.86
320.44,207.00,196.69
321.44,207.13,197.00
322.44,207.31,197.34
323.44,207.31,197.38
324.44,207.49,197.38
325.45,207.49,197.38
326.45,207.74,197.59
327.45,207.68,197.31
328.45,207.86,197.66
329.45,207.86,197.79
330.45,208.05,197.72
331.45,208.05,198.03
332.45,208.05,197.97
333.45,208.23,198.21
334.46,208.35,198.38
335.46,208.29,198.10
336.46,208.47,198.28
337.46,208.35,198.34
338.47,208.41,198.31
339.47,208.78,198.90
340.47,208.72,198.52
341.47,208.66,198.86
342.49,208.72,198.52
343.49,208.84,198.90
344.49,208.90,198.66
345.49,208.84,198.97
346.49,208.78,199.03
347.49,209.02,198.93
348.49,209.02,199.28
349.49,209.02,198.79
350.50,209.09,198.79
351.50,209.15,199.03
352.50,209.27,198.83
353.50,209.21,199.03
354.50,209.21,199.07
355.50,209.27,198.90
356.50,209.21,199.10
357.50,209.51,199.34
358.50,209.39,199.31
359.51,209.51,199.21
361.52,209.51,199.55
362.52,209.45,199.34
363.52,209.70,199.03
364.52,209.70,199.24
365.52,209.64,199.66
366.52,209.64,199.55
367.53,209.70,199.31
368.53,209.70,199.52
369.53,209.64,199.41
370.53,209.70,199.55
371.53,209.64,199.41
372.53,209.82,199.90
373.53,209.82,199.55
374.53,209.88,199.48
375.54,209.82,199.55
376.54,209.88,199.66
377.54,209.82,199.62
378.54,209.88,199.66
379.54,209.82,199.59
380.54,210.00,199.38
381.54,209.82,199.97
383.57,209.88,199.21
384.57,210.06,199.34
385.57,210.13,199.45
386.57,210.06,199.28
387.57,210.06,199.41
388.58,210.13,199.66
389.58,210.06,199.72
390.58,210.06,199.69
391.58,210.13,199.55
392.58,210.19,199.38
393.58,210.06,199.69
394.58,210.00,200.00
395.58,210.06,199.55
396.58,210.06,199.52
398.59,210.06,200.10
399.59,210.06,200.07
400.59,210.13,199.76
401.59,210.06,200.07
402.59,210.37,199.66
403.59,210.31,199.97
404.59,210.25,200.00
405.60,210.31,200.10
406.60,210.31,200.21
407.60,210.37,199.90
408.60,210.25,199.79
409.60,210.25,200.62
410.60,210.31,199.72
411.60,210.25,199.79
412.60,210.31,200.14
413.60,211.23,187.83
414.60,211.66,187.52
415.60,212.33,187.41
416.61,212.63,187.93
417.61,213.00,187.62
418.61,213.61,187.72
419.61,1.71,57.69
420.61,11.58,11.17
421.61,19.24,12.72
422.61,26.28,17.55
423.61,32.78,23.52
424.62,39.52,29.76
425.62,45.96,35.66
426.62,51.91,41.48
427.62,57.98,47.34
428.62,63.44,52.55
429.62,69.02,57.41
430.62,74.17,61.86
431.62,79.38,66.17
432.62,84.28,70.24
433.63,89.25,74.55
434.63,93.91,78.03
435.63,98.44,82.17
436.63,102.80,85.52
437.63,107.02,89.03
438.63,111.25,92.48
439.63,115.11,95.62
440.63,119.10,99.00
441.63,122.83,101.90
442.63,126.63,105.10
443.64,130.06,107.97
444.64,133.43,110.79
446.64,140.11,116.38
447.64,143.23,118.83
448.64,146.29,121.55
450.64,152.05,125.72
451.64,154.80,128.21
452.64,157.31,130.34
453.64,159.94,132.66
454.65,162.64,134.66
455.65,164.90,136.52
456.65,167.29,138.34
457.65,169.74,140.48
458.65,171.94,141.97
459.65,174.14,143.97
460.65,176.04,145.55
461.65,178.18,147.55
462.65,180.08,148.93
463.66,182.04,150.10
464.66,183.87,151.48
465.66,185.71,152.72
466.66,187.55,154.10
467.66,189.20,155.66
468.66,190.85,157.14
469.66,192.38,158.24
470.66,193.97,159.59
471.66,195.44,160.72
472.66,196.97,161.62
473.66,198.32,162.97
474.67,199.72,163.93
475.67,201.19,164.72
476.67,202.54,165.31
477.67,203.76,166.24
478.67,204.92,167.17
479.67,206.27,168.10
480.67,207.37,168.59
481.68,208.60,169.38
482.68,209.70,170.59
483.68,210.80,171.41
484.68,211.84,171.90
485.68,213.06,172.76
486.68,214.10,173.45
487.68,214.96,174.03
489.68,216.86,176.28
490.68,217.77,176.93
491.68,218.57,177.86
492.69,219.37,178.86
493.69,220.22,179.41
494.69,221.02,180.24
495.69,221.57,180.76
496.69,222.36,181.62
497.69,223.22,181.90
498.69,223.77,182.55
499.70,224.38,182.28
500.70,225.18,182.48
501.70,225.85,183.00
502.70,226.47,183.66
503.70,226.96,184.48
504.70,227.51,184.69
505.70,228.24,185.07
507.70,229.34,185.31
508.70,230.02,186.03
509.70,230.38,186.24
510.71,230.99,186.62
511.71,231.36,186.52
512.71,231.97,187.10
513.71,232.40,187.17
514.71,232.89,187.41
515.71,233.32,187.45
516.71,233.69,188.24
517.71,234.30,188.31
518.72,234.79,188.41
519.72,235.16,188.93
520.72,235.52,188.76
521.72,236.01,189.10
522.72,236.32,189.07
523.72,236.69,189.48
524.72,237.12,189.72
525.72,237.54,189.86
526.73,237.91,189.90
527.73,238.34,190.24
528.73,238.71,190.69
529.73,239.14,190.28
530.73,239.56,190.83
531.73,239.75,190.97
532.73,239.99,191.31
533.74,240.42,191.14
534.74,240.97,191.14
535.74,241.09,190.97
536.74,241.52,191.90
537.74,241.77,191.93
538.74,242.07,192.00
539.74,242.32,192.45
540.74,242.75,192.52
541.74,242.93,192.90
542.75,243.30,193.10
543.75,243.48,193.10
544.75,243.67,194.24
545.75,243.73,199.07
546.75,243.67,202.55
547.75,243.42,204.72
548.75,243.24,205.90
549.75,242.87,207.14
550.75,242.56,208.14
551.75,242.26,208.69
552.75,241.89,209.21
553.75,241.52,210.66
554.76,241.09,210.90
555.76,240.67,211.90
556.76,240.12,213.28
558.76,238.83,217.76
559.76,238.10,219.17
560.76,237.36,219.83
561.76,236.56,220.66
562.76,235.77,220.48
563.76,234.91,220.03
564.76,234.12,219.97
565.77,233.26,220.10
566.77,232.65,219.48
567.77,231.85,219.34
568.78,231.12,218.86
569.78,230.32,218.41
570.78,229.71,217.76
571.78,229.16,217.28
572.78,228.36,217.03
573.78,227.87,216.48
575.78,226.59,215.55
576.78,225.98,214.83
577.78,225.42,214.52
578.78,224.94,214.00
579.79,224.38,213.59
580.79,223.96,213.24
581.83,223.77,213.10
582.83,222.98,211.76
583.83,222.43,211.59
584.83,221.94,211.38
585.83,221.57,211.17
586.83,221.14,210.28
587.83,220.83,209.93
588.83,220.35,209.90
589.83,220.04,209.55
590.83,219.79,209.55
591.84,219.43,208.79
592.84,219.00,208.41
593.84,218.75,208.03
594.84,218.51,208.10
595.84,218.26,207.83
596.84,217.90,207.24
598.84,217.22,207.14
599.84,216.98,206.76
600.84,216.73,206.62
601.84,216.67,206.21
603.85,216.00,205.76
604.85,215.82,205.34
605.85,215.69,205.07
606.85,215.51,204.93
607.85,215.33,204.62
608.85,215.08,204.83
609.85,215.14,204.34
610.85,214.90,204.55
611.86,214.59,204.41
612.86,214.53,204.45
613.86,214.23,204.41
614.86,214.10,204.00
615.86,214.10,203.90
616.86,213.80,203.66
617.86,213.55,203.62
618.86,213.43,203.66
619.86,213.43,203.38
620.86,213.19,203.34
622.86,213.00,202.69
623.87,212.94,202.69
624.87,212.70,202.69
625.87,212.76,203.07
626.87,212.76,202.69
627.87,212.57,202.52
628.87,212.39,202.31
629.89,212.51,202.21
630.89,212.27,202.31
631.89,212.21,202.17
632.89,212.02,202.21
633.89,212.02,202.03
634.90,212.02,201.90
635.90,211.78,202.00
636.90,211.84,202.14
637.90,211.84,201.90
638.90,211.78,201.90
639.90,211.66,202.00
640.90,211.66,201.10
641.91,211.47,201.52
642.91,211.53,201.24
643.91,211.41,201.86
644.92,211.53,201.21
645.92,211.29,201.03
646.92,211.23,201.17
647.92,211.29,201.28
648.92,211.84,202.28
649.92,212.08,198.07
650.93,212.02,197.86
651.93,212.27,197.38
652.93,212.21,197.10
653.93,212.45,196.66
654.93,2.08,145.97
655.94,9.74,20.69
656.94,16.79,20.34
657.94,23.65,25.00
659.94,36.28,36.45
660.94,42.41,42.24
661.94,48.23,47.69
662.94,54.05,52.72
663.94,59.45,57.79
664.95,64.85,62.52
665.95,70.06,67.03
666.95,74.72,71.21
667.95,79.56,74.97
668.95,84.28,78.90
669.95,88.88,82.38
670.95,93.11,85.83
671.95,97.40,89.52
672.95,101.51,92.93
673.95,105.55,96.59
674.95,109.48,99.62
675.95,113.15,102.62
676.95,116.77,105.69
677.95,120.20,108.38
680.99,130.25,116.76
681.99,133.49,119.38
682.99,136.25,122.00
683.99,139.37,124.48
684.99,142.13,126.00
685.99,144.82,128.76
686.99,147.52,131.14
687.99,150.03,133.07
688.99,152.48,135.34
690.00,155.11,137.10
691.00,157.31,139.14
692.00,159.58,140.90
693.00,161.72,142.79
694.00,163.92,144.38
695.00,165.94,146.00
696.00,168.09,147.62
697.00,169.92,149.38
698.00,171.94,150.52
699.00,173.72,152.03
700.00,175.37,153.34
701.01,177.45,155.00
702.01,178.86,157.03
703.01,180.45,157.79
704.01,182.28,158.62
705.02,183.75,159.90
706.02,185.28,160.76
707.02,186.63,162.31
708.02,188.22,162.93
709.02,189.38,164.00
710.02,190.85,165.03
711.02,192.14,166.07
712.03,193.42,166.69
713.03,194.52,167.79
714.03,195.75,168.41
715.03,196.91,169.52
716.04,198.19,170.17
717.04,199.36,171.07
718.04,200.21,171.86
719.04,201.38,172.72
720.04,202.54,173.55
721.04,203.58,173.97
723.04,205.47,175.03
724.04,206.27,176.72
725.04,207.25,176.86
726.04,208.05,177.79
727.04,208.90,177.90
728.04,209.70,179.03
729.04,210.49,179.34
730.05,211.35,179.76
731.05,212.08,180.41
732.05,212.76,180.28
733.05,213.43,181.17
734.05,214.35,181.48
735.05,214.78,181.90
736.05,215.57,182.17
737.05,216.31,182.41
738.05,216.80,183.07
739.05,217.65,183.28
740.05,218.26,183.72
741.05,218.88,183.76
742.06,219.43,183.97
743.06,220.04,184.34
744.06,220.59,184.72
745.06,221.20,185.28
746.06,221.81,185.31
747.06,222.30,185.66
748.06,222.85,185.90
749.06,223.41,186.10
750.06,223.77,186.52
751.06,224.32,186.69
752.06,225.00,186.66
753.06,225.42,187.00
755.07,226.40,187.55
756.07,226.77,187.66
757.07,227.44,187.83
758.07,227.81,188.21
759.07,228.18,188.07
760.07,228.73,188.10
761.07,229.16,188.17
762.07,229.53,188.59
763.07,229.95,188.38
764.07,230.38,188.86
765.07,231.06,188.93
767.08,231.79,189.21
768.08,232.22,189.55
769.08,232.52,189.66
770.08,232.95,189.66
771.08,233.32,190.17
772.08,233.75,190.03
773.08,234.05,190.03
774.08,234.30,190.34
775.08,234.79,190.66
776.09,235.22,191.00
777.09,235.52,190.93
778.10,235.65,190.86
779.10,236.14,191.38
780.10,236.50,191.69
781.10,236.75,191.76
782.10,237.18,191.86
783.10,237.24,192.48
784.10,237.54,196.93
785.10,237.54,201.24
786.10,237.42,205.86
787.10,236.87,209.28
788.10,236.26,211.48
789.11,235.89,211.66
790.11,235.52,212.24
791.11,235.10,212.10
792.11,234.61,211.79
793.11,234.18,211.79
794.11,233.81,211.72
795.11,233.01,211.62
796.11,232.83,211.62
797.12,232.34,212.14
798.12,231.79,212.45
799.12,231.42,213.17
800.12,230.75,213.76
802.12,229.53,214.66
803.12,229.10,214.76
804.12,228.55,214.62
805.12,227.93,214.38
806.13,227.38,214.62
807.13,227.08,213.86
808.13,226.40,213.55
809.13,225.73,213.34
810.13,225.36,213.10
811.13,224.81,212.14
812.13,224.38,212.17
813.13,223.96,211.76
814.14,223.59,211.52
815.14,223.10,211.14
816.14,222.61,210.69
817.14,222.12,210.41
818.14,221.75,209.90
819.14,221.51,209.83
820.14,221.14,209.28
821.14,220.83,209.21
822.14,220.47,208.86
823.14,219.98,208.72
824.14,219.86,208.07
825.14,219.43,208.24
826.14,219.24,207.86
827.15,218.88,207.38
828.15,218.57,206.69
829.15,218.45,206.62
830.15,218.33,206.55
831.15,217.90,206.28
832.15,219.79,107.59
833.15,219.18,197.72
834.15,219.24,196.69
835.15,219.37,196.79
836.15,219.37,196.79
837.16,219.49,196.97
838.16,219.73,196.86
839.16,7.90,18.83
840.18,15.56,14.45
841.18,22.61,18.14
842.18,29.53,24.03
843.18,36.15,30.10
844.18,42.41,36.10
845.18,48.41,42.10
846.18,54.36,47.76
847.18,60.00,53.03
848.18,65.40,58.03
849.19,70.67,62.69
850.19,75.82,67.03
851.19,80.73,71.48
852.19,85.57,75.62
853.19,89.98,79.48
854.19,94.70,83.31
856.20,103.04,90.72
857.20,107.27,94.41
858.20,111.32,98.00
859.20,114.81,101.24
860.20,118.67,104.76
861.20,122.16,107.66
862.21,125.71,111.17
863.21,128.90,114.28
864.21,132.09,117.34
866.21,138.09,123.79
867.21,140.84,127.14
868.21,143.48,130.52
869.21,146.11,133.72
870.21,148.37,137.03
871.21,150.70,140.14
872.22,153.03,143.41
873.22,154.93,145.90
874.22,156.95,148.24
875.22,158.84,150.72
876.22,160.74,152.62
877.22,162.39,154.41
878.42,163.01,155.17
879.47,165.51,157.90
880.47,167.72,160.00
881.48,169.19,161.28
882.48,170.53,162.93
883.48,172.06,164.28
884.48,173.35,165.21
885.50,174.39,166.72
886.50,175.98,167.69
887.50,177.02,169.00
888.50,178.12,170.21
889.50,179.22,171.31
890.51,180.26,172.21
891.51,181.18,173.48
892.51,182.28,174.21
893.51,183.20,175.59
894.52,184.18,175.90
895.52,184.98,176.79
896.52,186.02,177.83
897.52,186.75,178.79
899.52,188.40,180.14
900.52,189.08,180.41
901.52,189.81,181.59
902.52,190.42,182.00
903.52,191.22,183.00
904.53,191.83,183.28
905.53,192.38,183.79
906.53,192.87,184.48
907.53,193.60,184.83
908.53,194.22,185.66
909.53,194.71,185.86
910.53,195.19,186.31
911.53,195.75,186.79
912.59,196.11,187.00
914.59,197.15,188.59
915.59,197.52,188.48
916.59,198.01,189.00
917.59,198.38,189.41
918.59,198.68,190.07
919.59,199.23,189.97
920.59,199.60,190.76
921.59,199.91,190.31
922.60,200.33,190.90
923.60,200.52,191.66
924.60,200.82,191.93
926.60,201.50,192.31
927.60,201.62,192.31
928.60,202.11,192.90
929.61,202.35,193.38
930.61,202.60,193.28
932.62,202.72,193.59
933.62,202.84,193.38
934.62,203.15,193.45
935.66,203.46,193.93
936.66,203.76,195.45
937.66,203.95,194.28
938.66,204.07,194.52
939.66,204.31,194.62
940.66,204.56,194.76
941.66,204.74,194.24
942.66,204.92,194.17
943.67,205.17,194.17
944.67,205.29,194.24
945.67,205.72,193.76
946.67,205.84,194.07
947.67,206.09,194.45
948.67,206.33,195.07
949.67,206.45,195.69
950.67,206.58,195.90
951.67,206.76,196.55
954.68,207.13,196.86
955.68,207.00,197.10
956.68,207.25,197.38
957.68,207.37,197.52
958.68,207.49,197.59
959.68,207.56,197.79
960.69,207.68,197.90
961.69,207.68,197.72
962.69,207.92,197.97
963.69,207.92,198.24
964.69,207.86,198.07
965.69,208.23,198.17
966.69,208.11,198.62
967.69,208.11,198.24
968.70,208.35,198.38
969.70,208.35,198.66
970.70,208.29,198.28
971.70,208.47,198.66
972.70,208.41,198.52
973.70,208.47,198.76
974.70,208.53,198.38
975.70,208.72,198.34
976.71,208.72,198.69
977.71,208.66,198.76
978.71,208.72,198.83
979.71,208.72,198.66
980.71,208.84,199.03
981.72,208.90,198.48
982.72,208.90,198.72
983.72,208.90,198.48
984.72,209.09,198.69
985.73,209.09,199.34
986.73,209.09,199.24
987.73,209.02,199.17
988.75,209.09,199.17
989.75,209.09,199.07
990.75,209.09,199.24
991.76,209.21,199.00
992.76,209.27,199.34
993.76,209.33,199.41
994.76,209.21,199.55
995.76,209.33,199.34
996.76,209.27,199.24
997.76,209.33,199.45
998.76,209.57,199.55
999.76,209.51,199.45
1000.77,209.45,199.24
1001.77,209.57,199.41
1002.77,209.51,199.59
1003.77,209.45,199.48
1004.77,209.51,199.55
1005.77,209.51,199.00
1006.77,209.45,199.00
1007.77,209.64,199.38
1008.77,209.70,199.55
1009.77,209.70,199.79
1010.77,209.64,199.55
1011.77,209.70,199.31
1012.77,209.70,199.31
1013.78,209.76,199.62
1014.78,209.64,199.55
1015.78,209.76,199.28
1016.78,209.76,199.28
1017.78,209.70,199.38
1018.78,209.82,199.10
1019.78,209.94,199.72
1020.78,209.94,199.59
1021.78,209.82,199.72
1022.78,209.88,199.79
1023.79,209.88,199.38
1024.79,209.88,199.48
1025.79,209.94,199.41
1026.79,209.94,199.93
1028.79,209.88,199.93
1029.79,209.88,199.83
1030.79,209.88,199.66
1031.79,209.88,200.00
1032.80,209.88,199.76
1033.80,209.94,199.79
1034.80,209.88,199.72
1035.80,209.94,200.07
1036.80,209.82,199.45
1037.80,209.88,199.59
1038.80,210.06,199.41
1040.81,210.13,199.90
1041.81,210.13,199.79
1042.81,210.49,201.59
1043.81,210.37,200.93
1044.81,210.43,200.24
1045.81,210.55,198.00
1046.82,210.74,196.41
1047.82,210.86,196.10
1048.82,6.37,28.62
1049.82,13.97,20.69
1050.82,20.65,23.83
1051.82,27.51,29.10
1052.82,33.82,34.86
1053.82,39.89,40.48
1054.84,45.72,46.45
1055.84,51.54,51.93
1056.84,57.12,56.86
1057.84,62.45,61.48
1058.84,67.36,65.86
1059.84,72.57,70.00
1060.84,77.48,74.31
1061.84,82.14,78.07
1062.85,86.73,81.83
1063.85,90.90,85.55
1064.85,95.19,88.90
1065.85,99.61,92.31
1066.85,103.47,95.62
1067.85,107.45,99.24
1068.85,110.89,102.38
1069.85,114.81,105.38
1070.85,118.18,108.66
1071.85,121.61,111.62
1072.85,124.86,114.86
1073.85,128.10,116.72
1074.86,131.23,119.86
1075.86,134.17,123.45
1076.86,136.92,127.21
1077.86,139.62,130.14
1078.86,142.25,132.62
1079.86,144.76,135.86
1080.87,147.09,138.72
1081.87,149.23,141.31
1082.87,151.37,143.45
1083.87,153.64,145.93
1084.87,155.60,147.76
1085.87,157.31,149.79
1087.87,161.11,153.55
1088.87,162.76,155.45
1089.88,164.35,157.03
1090.88,165.94,158.55
1091.88,167.47,160.10
1092.88,169.06,161.76
1093.88,170.53,162.97
1094.88,171.88,164.03
1096.88,174.51,166.45
1097.88,175.74,167.79
1098.89,176.84,168.76
1099.89,178.06,170.03
1100.89,179.10,171.14
1101.89,180.32,171.93
1102.89,181.24,173.34
1103.89,182.28,173.97
1104.89,183.26,173.90
1105.89,184.24,174.69
1106.89,185.22,176.48
1107.89,186.02,177.48
1108.90,186.93,178.24
1109.90,187.61,178.93
1110.90,188.40,179.24
1111.90,189.14,180.41
1112.90,190.12,181.14
1113.90,190.61,181.86
1114.90,191.52,182.62
1115.90,192.01,182.79
1116.90,192.62,183.59
1117.90,193.18,184.28
1118.90,193.79,184.62
1119.91,194.46,185.31
1120.91,195.01,185.79
1121.91,195.56,185.97
1122.91,195.99,186.76
1123.91,196.54,187.10
1124.91,196.97,187.24
1125.91,197.28,187.79
1126.91,197.95,188.55
1127.92,198.25,188.97
1128.92,198.81,188.97
1129.93,199.11,189.45
1130.93,199.60,190.14
1131.93,199.85,190.48
1132.93,200.21,190.79
1133.93,200.46,191.21
1134.93,200.89,190.52
1135.93,201.31,190.45
1136.94,201.50,191.31
1137.94,201.99,191.66
1138.94,202.11,191.55
1139.94,202.48,191.52
1140.94,202.84,191.00
1141.94,203.15,191.38
1142.94,203.52,192.24
1144.94,204.13,193.41
1145.94,204.19,193.93
1146.95,204.43,194.07
1147.95,204.62,194.41
1148.95,204.86,194.66
1149.95,205.17,195.24
1150.95,205.29,195.62
1151.95,205.47,195.93
1152.95,205.60,195.62
1153.95,205.78,195.83
1154.95,205.96,196.03
1155.95,206.03,196.17
1156.95,206.03,196.48
1157.96,206.27,196.45
1158.96,206.52,195.69
1159.96,206.76,197.14
1160.96,206.64,197.10
1161.96,206.88,197.10
1162.96,206.88,196.90
1164.96,207.07,197.21
1165.96,207.07,197.48
1166.97,207.37,197.66
1167.97,207.37,197.55
1168.97,207.49,197.28
1169.97,207.43,197.41
1170.97,207.68,197.34
1171.97,207.68,197.48
1172.97,207.92,197.59
1173.97,207.92,197.79
1174.97,207.92,197.93
1175.97,208.11,198.00
1176.97,208.11,198.10
1177.97,208.11,198.17
1178.99,208.23,198.38
1180.00,208.35,198.24
1181.00,208.53,198.59
1182.00,208.47,198.10
1183.00,208.29,198.24
1184.00,208.66,198.00
1185.00,208.66,197.31
1186.00,208.66,198.52
1187.00,208.84,198.69
1188.00,208.90,198.21
1189.00,208.90,198.31
