Time_s,Pressure_mbar,Flow_ul_min
793.04,299.89,0.00
794.05,299.89,0.00
795.05,299.83,0.00
796.05,299.77,0.00
797.05,299.89,0.00
798.05,281.33,0.00
799.05,220.90,0.00
800.05,160.68,0.00
801.06,100.65,0.00
802.06,40.57,0.00
803.06,287.52,0.00
804.06,222.55,0.00
805.06,163.01,0.00
806.06,118.18,0.00
807.06,57.12,0.00
808.06,-0.49,0.00
809.07,-0.31,0.00
810.07,-0.25,0.00
811.07,-0.31,0.00
812.07,-0.31,0.00
813.07,-0.19,0.00
814.07,-0.31,0.00
815.07,-0.25,0.00
816.07,-0.19,0.00
817.07,-0.31,0.00
818.07,-0.31,0.00
819.08,-0.25,0.00
820.08,-0.25,0.00
821.08,-0.31,0.00
822.08,-0.25,0.00
823.08,-0.19,0.00
824.08,-0.31,0.00
825.08,-0.19,0.00
826.08,-0.31,0.00
827.08,-0.19,0.00
828.08,-0.31,0.00
829.08,-0.19,0.00
830.08,-0.19,0.00
831.08,-0.31,0.00
832.09,-0.25,0.00
833.09,-0.25,0.00
834.09,-0.19,0.00
836.09,180.63,0.00
837.09,300.94,0.00
838.09,422.08,0.00
839.09,542.62,0.00
840.09,600.07,0.00
841.10,600.07,0.00
842.10,600.13,0.00
843.10,535.15,0.00
844.10,413.88,0.00
845.10,292.36,0.00
846.10,172.19,0.00
848.10,492.34,0.00
849.10,406.10,0.00
850.10,256.65,0.00
851.10,162.82,0.00
852.11,41.67,0.00
853.11,-0.31,0.00
854.11,-0.37,0.00
855.11,-0.31,0.00
856.11,-0.25,0.00
857.11,-0.25,0.00
858.11,30.27,0.00
859.11,90.47,0.00
860.11,150.70,0.00
861.12,210.86,0.00
862.20,271.10,0.00
863.20,299.89,0.00
864.21,300.02,0.00
865.21,299.89,0.00
866.21,299.89,0.00
867.21,299.77,0.00
868.21,299.83,0.00
869.21,299.89,0.00
870.21,299.83,0.00
871.21,299.83,0.00
872.22,299.96,0.00
873.22,299.89,0.00
874.22,299.89,0.00
875.22,299.96,0.00
876.22,299.83,0.00
877.22,299.89,0.00
878.22,299.89,0.00
879.22,299.83,0.00
880.22,299.96,0.00
881.22,300.02,0.00
882.23,299.89,0.00
883.23,299.89,0.00
884.23,299.89,0.00
885.23,299.89,0.00
886.23,299.89,0.00
887.23,299.89,0.00
888.23,299.77,0.00
889.23,299.89,0.00
890.24,299.89,0.00
891.24,299.83,0.00
892.24,299.89,0.00
893.24,299.83,0.00
894.24,299.89,0.00
895.24,299.89,0.00
896.24,299.96,0.00
897.24,299.96,0.00
898.24,299.96,0.00
899.24,299.96,0.00
900.24,299.96,0.00
901.24,299.96,0.00
902.24,299.96,0.00
903.25,299.83,0.00
904.25,299.77,0.00
905.25,299.89,0.00
906.25,299.89,0.00
907.25,299.96,0.00
908.25,299.89,0.00
909.25,299.77,0.00
910.25,299.89,0.00
911.25,299.89,0.00
912.25,299.77,0.00
913.26,299.96,0.00
914.26,299.89,0.00
915.26,299.83,0.00
916.26,299.83,0.00
917.26,299.83,0.00
918.26,299.89,0.00
920.26,299.96,0.00
921.26,299.96,0.00
922.26,299.89,0.00
923.26,256.28,0.00
924.27,195.81,0.00
925.27,135.58,0.00
926.27,75.51,0.00
927.27,15.25,0.00
928.27,263.08,0.00
929.27,202.35,0.00
930.27,141.82,0.00
931.27,81.40,0.00
932.27,22.91,0.00
933.28,-0.31,0.00
935.28,-0.25,0.00
936.28,-0.25,0.00
937.28,-0.12,0.00
938.28,-0.31,0.00
939.28,-0.25,0.00
940.28,120.38,0.00
941.28,240.73,0.00
942.28,361.16,0.00
943.29,482.06,0.00
944.29,600.25,0.00
945.29,600.07,0.00
946.29,600.13,0.00
947.29,596.57,0.00
948.29,475.70,0.00
949.29,355.03,0.00
950.29,234.73,0.00
951.29,114.38,0.00
952.29,582.22,0.00
953.29,451.89,0.00
954.29,328.39,0.00
955.29,207.37,0.00
956.30,84.90,0.00
957.30,-0.43,0.00
958.30,-0.25,0.00
959.30,-0.19,0.00
960.30,-0.25,0.00
961.30,-0.31,0.00
962.30,-0.31,0.00
963.30,60.62,0.00
964.30,121.30,0.00
965.30,182.22,0.00
966.31,242.56,0.00
967.31,300.26,0.00
968.31,299.89,0.00
969.31,299.83,0.00
970.31,299.89,0.00
971.31,299.89,0.00
972.31,299.83,0.00
973.31,299.96,0.00
974.32,299.96,0.00
976.33,299.83,0.00
977.33,299.89,0.00
978.33,299.89,0.00
979.33,299.83,0.00
980.33,299.83,0.00
981.33,299.83,0.00
982.33,299.83,0.00
983.34,299.89,0.00
984.34,299.89,0.00
985.34,299.96,0.00
986.34,299.83,0.00
987.34,299.89,0.00
988.34,299.89,0.00
989.34,299.89,0.00
990.34,299.96,0.00
991.34,299.89,0.00
992.34,299.89,0.00
993.34,299.96,0.00
994.34,299.89,0.00
995.34,299.83,0.00
996.35,299.89,0.00
997.35,299.89,0.00
999.35,299.89,0.00
1000.35,299.89,0.00
1001.36,299.89,0.00
1003.36,299.89,0.00
1004.36,299.83,0.00
1006.36,299.89,0.00
1007.36,299.89,0.00
1008.36,299.96,0.00
1009.36,299.83,0.00
1010.36,299.83,0.00
1011.37,299.89,0.00
1012.37,299.83,0.00
1013.37,299.89,0.00
1014.37,299.89,0.00
1015.37,299.89,0.00
1016.37,299.89,0.00
1017.37,299.83,0.00
1018.40,299.89,0.00
1019.40,299.89,0.00
1021.40,299.83,0.00
1022.40,299.89,0.00
1023.40,299.83,0.00
1024.40,299.83,0.00
1025.40,299.89,0.00
1026.40,299.89,0.00
1027.40,299.96,0.00
1028.41,246.79,0.00
1029.41,186.57,0.00
1030.41,126.51,0.00
1031.41,66.19,0.00
1032.41,40.26,0.00
1033.41,251.20,0.00
1034.41,190.73,0.00
1035.41,130.37,0.00
1036.42,70.00,0.00
1037.42,9.43,0.00
1038.42,-0.31,0.00
1039.42,-0.19,0.00
1040.42,-0.12,0.00
1041.42,-0.31,0.00
1042.42,-0.19,0.00
1043.42,-0.19,0.00
1044.43,-0.25,0.00
1045.43,-0.12,0.00
1046.43,-0.19,0.00
1047.43,-0.25,0.00
1048.43,-0.19,0.00
1049.43,-0.25,0.00
1050.43,-0.31,0.00
1051.43,-0.19,0.00
1052.44,-0.31,0.00
1053.47,-0.31,0.00
1054.48,-0.19,0.00
1055.48,-0.25,0.00
1056.48,-0.19,0.00
1057.48,-0.12,0.00
1058.50,-0.19,0.00
1059.53,-0.19,0.00
1060.53,-0.31,0.00
1062.53,-0.31,0.00
1063.54,-0.25,0.00
1064.54,59.88,0.00
1065.54,180.45,0.00
1066.54,300.94,0.00
1067.54,421.34,0.00
1069.56,600.13,0.00
1070.56,600.07,0.00
1071.56,600.00,0.00
1072.63,531.72,0.00
1073.63,411.61,0.00
1074.63,291.32,0.00
1075.63,170.96,0.00
1076.65,49.82,0.00
1077.65,526.14,0.00
1078.65,404.39,0.00
1079.65,283.41,0.00
1080.65,162.58,0.00
1081.66,40.69,0.00
1082.66,-0.19,0.00
1083.66,-0.25,0.00
1084.66,-0.12,0.00
1085.66,-0.31,0.00
1086.67,-0.31,0.00
1087.67,30.27,0.00
1088.67,90.41,0.00
1089.67,150.70,0.00
1090.67,211.17,0.00
1091.67,271.22,0.00
1092.67,299.96,0.00
1093.67,299.89,0.00
1094.67,299.89,0.00
1095.68,299.89,0.00
1096.68,299.89,0.00
1097.68,299.96,0.00
1098.68,299.89,0.00
1099.68,299.83,0.00
1100.68,299.83,0.00
1101.69,299.96,0.00
1102.69,299.89,0.00
1104.70,300.02,0.00
1105.70,299.77,0.00
1106.70,299.83,0.00
1107.70,300.08,0.00
1108.70,299.96,0.00
1109.70,299.96,0.00
1110.70,299.89,0.00
1111.70,299.89,0.00
1112.70,299.89,0.00
1113.71,299.83,0.00
1114.71,299.83,0.00
1115.71,299.77,0.00
1116.71,299.96,0.00
1117.71,299.89,0.00
1118.71,299.89,0.00
1119.71,299.96,0.00
1120.71,299.96,0.00
1121.71,299.96,0.00
1122.71,299.89,0.00
1123.71,299.83,0.00
1124.71,299.89,0.00
1125.72,299.89,0.00
1126.72,299.83,0.00
1127.72,299.83,0.00
1128.73,299.83,0.00
1129.73,299.83,0.00
1130.73,299.89,0.00
1131.73,299.96,0.00
1132.73,299.89,0.00
1133.73,299.96,0.00
1134.74,299.83,0.00
1135.74,299.89,0.00
1136.74,299.89,0.00
1137.74,299.89,0.00
1138.74,299.96,0.00
1139.74,299.89,0.00
1140.74,299.89,0.00
1141.74,299.96,0.00
1142.74,299.96,0.00
1143.74,299.89,0.00
1144.75,299.89,0.00
1145.75,299.96,0.00
1146.75,299.83,0.00
1147.75,299.83,0.00
1148.75,299.96,0.00
1149.75,299.89,0.00
1150.75,299.83,0.00
1151.75,299.96,0.00
1152.75,256.83,0.00
1153.75,199.29,0.00
1154.75,139.13,0.00
1155.75,76.68,0.00
1156.75,17.34,0.00
1157.76,275.76,0.00
1158.76,214.84,0.00
1159.76,154.37,0.00
1160.76,94.28,0.00
1162.76,-0.25,0.00
1163.76,-0.19,0.00
1164.77,-0.19,0.00
1165.77,-0.19,0.00
1166.77,-0.25,0.00
1167.77,-0.19,0.00
1168.77,-0.12,0.00
1169.77,120.45,0.00
1170.77,240.79,0.00
1171.77,362.26,0.00
1172.77,481.33,0.00
1173.77,600.07,0.00
1174.77,600.07,0.00
1175.78,600.13,0.00
1176.78,597.06,0.00
